latin,non-latin
Pachandera 6 nāṭaka : chaẏaṭi ādhunika darśakārdr̥ta nāṭakera saṃkalana / Candana Sena = Pachander chhay natak : a collection of selected 6 drama / by Chandan Sen.,
Basata yakhana mane / Debabrata Dāśa = Basat jakhan mone / by Debabrata Das.,
Padmā nadīra pāni / Naṭarājana.,
Parama sūrya Subhāshacandra / Ranajit̲ Cakrabartī.,
Paralokatattva o janmāntarabāda / Rabīndrakumāra Siddhāntaśāstrī.,
Paraloka o pretatattva / Svāmī Dibyānanda.,
Paramahaṃsa Svāmī Nigamānanda / Bhabeśa Datta.,
Parama Bholā carita / Tapana Kumāra Bandyopādhyāẏa.,
Parāgera dhulo oṛe / Sudīpta Sādhukhām̐.,
Parera matao lāge / Najarula Isalāma.,
Pareśa Maṇḍalera lāśa / Nabendu Ghosha.,
Parāṅera gahīna bhitara / Saiẏada Śāmasula Haka.,
"Paricita nārī jagat̲a / [sampādanā], Ārati Gaṅgopādhyāẏa.",
Tabu mane rekho / Gajendrakumāra Mitra.,
Tabu ākāśa rāṅā / Amarendra Dāsa.,
Tabuo tomāra nāme / Śiśira Bhaṭṭācārya.,
Tabe tāi hoka / Somendranātha Basu.,
Tabu mane rekho / Eshā De.,
Tabu mane rekho / Ḍa. Subhāsha Candrasoma = Tabu mane reakho / by Dr. Subhas Chandra Som.,
Tahjība-e-mausikī / Jñānaprakāśa Ghosha.,
Tasalimā Nāsarinera nārī / Rajanita Dāsa.,
"Tabuo Jyoti Basu / sampādanā, Anupama Adhikārī, Kājī Golāma Gausa Siddikī.",
Sr̥jana o nandana / Ānisa Rahamāna.,
"Suśīla Jānāra racanāsamagra / sampādakamaṇḍalī, Pallaba Senagupta [and five others].",
Sūphī Motāhāra Hosena : jībana o kābya / Ḍa. Mohāmmada Ālī Khāna = Sufi Motahar Hossain : jibon o kabboy / written by Dr. Mohammad Ali Khan.,
Sūnyatāra sāthe nr̥tya / Ānoẏārā Saiẏada Haka = Shonnotar shathe nritto : a collection of short stories / by Anwara Syed Haq.,
"Sūrya abhiyānera gāna : gaṇasaṅgīta saṃkalana / sampādanā, Jali Bāgacī, Dīpāli Senagupta.",
Sūrya kān̐dale sonā / Premendra Mitra.,
Sūrya Sena smr̥ti / saṃkalana: Biplabatīrtha Caṭṭogrāma Smr̥tisaṃsthā.,
Cuni haʼlā rāṅā / Gajendrakumāra Mitra.,
Pūrba Baṅgera kabigāna / Dineśacandra Siṃha.,
Pūrba Bhāratera paṭacitra / Sumanā Datta Caṭṭopādhyāẏa.,
Rahasya hradera atale / Śubhrā Rāẏa = Rahasya hrader atale / by Subhra Roy.,
Reḍa kariḍarera jānālā / Kinnara Rāẏa.,
"Reflections in history : essays in honour of Professor Amalendu De / editors, Keka Dutta Roy, Chitta Ranjan Misra.",
Ādhāra o ādheẏa / Humāẏūna Ājāda.,
Ādhunika kābya-saṃgraha / Bāṇlā Ekādemī.,
Āhale-Hādīsa pariciti / Mohāmmada Ābadullāhela Kāphī Āl-Kurāẏasī Praṇita.,
Āgunera raṅa lāla / Saiẏada Mustāphā Sirāja.,
Pūrbabāṅalāra śreshṭha kabitā / Śakti Caṭṭopādhyāẏa sampādita.,
Rahasyamaẏa 6 rahasya / Gautama Rāẏa.,
Rahasyera karāla chāẏā / Sādhanakamala Caudhurī.,
Raj and literature : banned Bengali books / Hiranmoy Bhattacharya.,
Romāṇṭikatattva o kābya : Theory of romanticism & romantic poems / Śītala Ghoshā.,
Cunī-muktāra phula / Citritā Debī.,
Ācārya Praphullacandra Rāẏa / bhumikā: Śrīsajanīkānta Dāsa. jībanālekhya: Śrīmanorañjana Gupta.,
Āgneẏagirira śikhare pikanika / Aśoka Rudra.,
"Ādiganta nagna padadhvani : ekuśera saṃkalana, uniśaʼśa uṇaāśi / Jāhida Hāẏadāra sampādita.",
"Rahu caṇḍālera hāṛa : prāsaṅgika pāṭha / sampādanā, Rāhela Rājiba = Rohu chandaler har : prasangic path / edited by Rahel Rajib.",
"Rahasya romāñca tiriśa / sampādanā, Sumanta Caṭṭopādhyāẏa = Rahasya romancho tirish / edited by Sumanta Chattopadhyay.",
"Ādhunika Baṅalā gītikabitā : saneṭa, uniśa śataka / Jībendra Siṃharāẏa.",
"Ādhunika Bāṃlā upanyāsa : byashṭi o samashṭi , 1947-67 / Mananakumāra Maṇḍala = Adhunik Bangla upanyas : byasti o samasti, 1947-67 / Dr. Madan Kumar Mandal.",
"Ābhi le Bāgadāda / Śiśiraprasāda Sarbādhikārī ; bhūmikā o sampādanā, Sanat̲kumāra Naskara = Abhi le Bagdad / by Sisirprasad Sarbadhikari.",
Pūrṇera sandhāne Rabīndranātha / Citritā Debī.,
Rahasya purusha Netājī / Ḋamvarudhārī.,
Śāstramūlaka Bhāratīẏa śaktisādhanā / [lekhaka] Upendrakumāra Dāsa.,
Śāntiniketanera eka yuga / Hīrendranātha Datta.,
Śāntiniketane sukhera bāramāsyā / Amitābha Caudhurī.,
"Śilpa, sāhitya, deśakāla / Satyendranatha Rāẏa.",
"Śikshābārtā, 1987-1997 : nirbācita racanā / E. Ena. Rāśedā sampādita.",
Śibira-jībanera dinaguli / Mohāmmada Ājahārula Haka.,
Śikaṛa samudra khun̐jache / Rājiẏā Hosāina.,
Tāihoku theke Bhārate : Netājīra antardhana rahasya / Śrī Abhijit̲.,
Tārā oṭhāra āge / Nīhāra Rañjana Gupta.,
Tāntrikasādhanā o tantrakāhinī / Tārāpraṇaba Brahmacārī.,
Tārā-tīrtha parikramā / Jaẏantī Bhaṭṭācārya.,
Tārapara andhakāra deśa / Kārtika Nātha.,
"Śreshṭha choṭagalpa, 1979 / sampādanāẏa, Hosenauddīna Hosena o Mostāphā Kāmāla.",
Śrībhūmi Sileṭe Rabīndranātha / Nr̥pendralāla Dāśa.,
Śrīmadbhāgabata daśama skandha / [bhāshyakāra] Mahānāmabrata Brahmacārī.,
Śrīrāmakr̥shña maṅgala kābya / [lekhikā] Śrīarccanā Purī.,
Śrīrāmakr̥shṇa o Bāṃlāsāhitya / Praṇabarañjana Ghosha.,
Śrīrāmakr̥shṇa-parikara-prasaṅga / Svāmī Kamaleśvarānanda.,
Śrīśrīmanmahāprabhura Nīlācala-līlā / Haridāsa Gosvāmī karttr̥ka granthita.,
Śrīśrī Caitanya Deba / Svāmī Sāradeśānanda.,
Śūnyera mājhāre bānāila / Atīna Bandyopādhyāẏa.,
Śrīrāmakr̥shṇa o Bidyāsāgara / Subodha Caudhurī.,
Śrīśrī Haribhakti kīrttanābalī / saṇkalaka Kshitīśa Candra Sāhā.,
Śrīśrīsatyanārāẏaṇera Phakīrarāmī kathā / Raghunandana Śatapathī sampāditā.,
"Śrīśrīcaitanyacarita o bāṇī / Sukhendusundara Gaṅgopādhyāẏa ; bhūmikā, Asitakumāra Bandyopādhyẏ̄a.",
Śudhu kaṭā dina / Kalyāṇī Ghosha.,
Śruti-nāṭya saṃgraha / Dilīpakumāra Mitra sampādita.,
Śveta pātharera thālā / Bāṇī Basu.,
Śrīśrīṭhākura Rāmacandrera līlābilāsa / Kamalendu Caudhurī kartr̥ka sampādita.,
Śrīśrīkālī o Kālīkshetra / Prabhāta Hāladāra.,
Śrīśrīmā Sāradā kathāmr̥ta / Parimala Cakrabartī o Aparṇā Cakrabartī.,
Śrīrāmakr̥shṇa-pārshada Bijñānānanda / Jyotirmaẏa Basu Rāẏa.,
Śuddha ādarśera khon̐je / Sujita Sena.,
Śruti o rāgarūpa / Biśvadeba Mukhopādhyāẏa.,
Śunyat̄aẏa tumi śokasabhā / Shamsura Rahmana.,
Śuna he Lakhindara / Śaokata Ālī.,
"Śudhu bhālabāsāra janya / sampādanā, Jhumā Rāẏacaudhurī.",
Śyāmāprasāda ki sāmpradāẏika? / Ramena Dāsa.,
Śyāmā-saṅgīta-saṃgraha / [sampadaka] Rāmareṇu Mukhopādhyāẏa.,
Śyāmārūpa Jebela Mulluka / Jasīma Uddīna.,
S̄ilpīra svādhīnatāra praśne / [lekhaka] Raṇeśa Dāśa Gupta.,
Śūnya theke śūnya / Sucitrā Bhaṭṭācārya.,
Ṡamāẏele Tiramiy ̄i / [Muḥammad ibn ʻĪsá Tirmidhī] anubādaka Maulānā Mohāmmada Phājlūllāh.,
Śyāmalī tomāra mukha / Ābadula Mānnāna Saiẏada.,
Śyāmabājārera moṛera āḍḍā / Sunīla Gaṅgopādhyāẏa.,
Śrīśrīrāmakr̥shṇa Kathāmr̥ta parikramā / Paritosha Dāsa.,
"Śrīmat̲ Svāmī Tryaksharānanda / granthanā, Tārakanātha Ghosha.",
Sūrya ḍhale gele / Samareśa Majumadāra.,
Sūryera sāta raṃ : ramya racanā / Lut̲phara Rahamāna Sarakāra.,
Sūrya sabuja rakta / Rijiẏā Rahamāna.,
Sūryera cokhe jala / Śirīna Majida.,
Svara-sura-sāgara / Mahammada Sāgaruddina Khāna.,
Svapna dekhena kena / Śyāmala Cakrabartī.,
"Svadeśa, āmāra svadeśa / Kr̥shna Dhara sampādita.",
Svapna dekhāra adhikāra / Mahāśvetā Debī.,
Svapnera dvitīẏa meru / Kapilakr̥shṇa Thākura.,
"Svapane, nibhr̥ta svapane : svapnila parikrama drimi / Buddhadeba Guha.",
Svapne nadīra khon̐ja / Sukānti Datta.,
Svapna dekhāra dina / Praphulla Rāẏa.,
Sva-nirbācita galpa / Sanat̲a Basu.,
"Śatabarshe Śambhu Mitra / sampādanā, Āśisa Gosvāmī = Shatobarshe Sombhu Mitra / edited by Asish Goswami.",
"Takhana āmarā yuddhe / [sampādanā], Añjana Karmakāra.",
"Śrī Gurabe namaḥ : Khaṛagapura Rāmakr̥shṇa Bibekānanda maṭhera pratishṭhātā adhyaksha pūjyapāda Svāmī Cidrasānanda (Gaurī Mahārāja) smr̥tikathā / [sampādanā], anurāgībr̥nda.",
Śrabaṇera br̥shṭite raktajabā / Humāẏuna Ājāda.,
Takhana godhūlī belā / Amita Sarakāra = Takhan godhuli bela / by Amit Sarkar.,
Śrīamiẏa Nimāi carita : akhaṇḍa saṃskaraṇa / Śiśirakumāra Ghosha.,
Śrīkr̥shṇadarśana o samājatatva / Bijaẏa Kumāra Rāẏa.,
"Śrīmad Bālānanda upadeśāmr̥ta / saṃkalana, Gobindagopāla Mukhopādhyāẏa.",
"Śrīmadānandavardhana-viracito Dhvanyālokaḥ : Śrīmadabhinavaguptācāryakr̥ta-Locanaṭīka-sametaḥ / Baṅgānubāda, Baṅgabhāshāya ʻBāsudevaơ-vyākhyā, o sampādanā, Bimalākānta Mukhopādhyāẏa.",
Taloẏāre naẏa udāratāẏa / Ābadual Jalila Māyāherī praṇita.,
Śrīrūpa o padābalīsāhitya / [Lekhaka] Śukadeba Siṃha.,
Tāẏeba Ālira galpa / Aśoka Biśvāsa.,
Śesha bikelera br̥shṭi / Pānnā Kāẏasāra.,
Śānti karo barishana / Rabīndrasaṃgīta ; [singer] Purbā Dāma.,
Śīlāra janye sādha / Humāẏuna Kādira.,
"Śrīcaitanya, ekālera dr̥shṭikoṇa / sampādaka Kshetra Gupta.",
Śrīguru-kathā-prasaṅga : parma-bhāgbata Baishṇabācāryya Śrīśrīpādarāmadāsa Bābājī Mahārājera śrīmukhodgīrṇa upadeśābalī.,
Śrī Nityānanda caritāmr̥ta : the nectarean life and pastimes of Lord Nityānanda / Vr̥ndāvana Dāsa Ṭhākura ; translated by Bhūmipati Dāsa ; edited by Dina-bandhu Dāsa.,
Śrīkr̥shṇaprasaṅga o Baishṇabatattva / Śrīharekr̥shṇa Mukhopādhyāẏa.,
Śudhu bicchinnatā naẏa / Praṇabendu Dāśagupta.,
Śrīśrīānandamaẏī Mā kathāmr̥ta / Gaṅgeśacandra Cakrabartī-kathita.,
Śrīrāmakr̥shṇa o Śrīma / Hīrena Bandyopādhyāẏa.,
Śrīśrīmanmahāprabhura Nabadvīpa-līlā / Haridāsa Gosvāmī karttr̥ka granthita.,
Śrīśrīyugācāryya-jībana-carita : saṅghanetā Ācāryya Śrīmat̲ Svāmī Praṇabānandajīra jībana-carita / Svāmī Bedānanda.,
Śrīśrīrādhārasasudhānidhiḥ : stotra kāvyam / Prabodhānandasarasvatīviracitaḥ ; Haridāsaśāstriṇā sampāditaḥ.,
Śudhui smr̥ti naẏa / Āsamā Kibariẏā = Shudhui smriti noy / by Asma Kibria.,
Śuni sei padadhvani / [lekhaka] Bedūīna Sāmāda.,
Śata śahīdera rakte / Amarendra Kumāra Ghosha.,
Śahara theke grāme / Muhammada Ābadullāha Rasula.,
Śataka serā choṭagalpa / Buddhadeba Guha o Tapanakumāra Dāsa sampādita.,
"Śāha Ābadula Karima : pāṭha o pāṭhakr̥ti / saṃkalana o sampādana, Śubhendu Imāma.",
Śāhabāga prajanma catvara : tāruṇyera abismaraṇīẏa jāgaraṇa / Rokeẏā Kabīra.,
"Śatarūpā Ḍhākā Biśvabidyālaẏa / sampādanā Āphajālula Bāsāra, Śāraphina Śāha ; sahayogitāẏa, Sajala Kumāra, Tulikā Pālita, Tāhamidā Ula Isalāma, Śyāmendu Śyāmāprasāda, Śreẏā Sāhā.",
Śāntira janya paṃktimālā = Verses for peace.,
Tāṅgāila Jelāra lokasāhitya / Maphijula Isalāma sampādita.,
Śesha nāhi yāra / Aninditā Gosvāmī.,
Śāmasura Rāhamānera kabitā : abhijñāna o saṃbeda / Begama Ākatāra Kāmāla = Samsur Rahamaner kobita : oveggan o songbed / by Begum Akter Kamal.,
Takhana Oẏārena Hesṭimṣa / Śrīpārābata.,
Śesha jāhājera ādamerā / Svakr̥ta Nomāna = Shesh jahazer adomera / by Swakrito Noman.,
Takhanao sabaṭā balini / Kuṇāla Ghosha.,
"Śīta, basantera kabitā / Rabīna Sura.",
Śīta sāhasika hemantaloka / Nabanītā Debasena.,
"Śrīmadbhāgavatam, daśamaikādaśa-skandhadvayam / Raghunātha-Bhāgavatācāryyaprabhu-kr̥ta-Śrīśrīkr̥ṣṇapremataraṅgiṇi-nāma-padhyānuvādopetam ; Purīdāsa-Mahāśayena sampāditam.",
Taliẏe yābāra āge / Gaurakiśora Ghosha.,
"The post office = Dākghar, 1912 / Rabindranath Tagore ; translated by William Radice ; illustrated Baniprosonno.",
Paryaṭana śilpe Bāṃlādeśa : Dainika Bāṃlāramukha-era biśesha ḍāirekt̲arī / [sampādaka Chiddikura Rahamāna Āśarāphī].,
Parīra saṅge prema / Śyāmala Gaṅgopādhyāẏa.,
Poṛā māṭira kāja / Ābadula Mānnāna Saiẏada.,
Pallīkabi Kārāmata Ālī / [lekhaka] Saradāra Mo. Ābadula Hāmida.,
Ostāda Munśī Raisauddīna / Saiẏada Śāmasula Hudā. Ostāda Khādema Hosena Khāna / Mobāraka Hosena Khāna. Ostāda Phula Mohāmmada Khāna / Raphikula Isalāma.,
Palāśa ḍāṅgāra upakathā / [lekhaka] Khandakāra Ābadura Rahima.,
Parbāntarera bishaẏa Kalakātā / Pratāpa Mukhopādhyāẏa.,
Ostāda Ālauddina Khām̐ / Mobāraka Hosena Khāna.,
Basanta o jharāpātā / Śaktipada Rājaguru.,
Padmā theke Cambala / Samkarshaṇa Rāẏa.,
Paramapurusha Śrīśrīlokanātha Brahmacārī / Sudhāṃśurañjana Ghosha.,
"Pabitra Koraana telaoyata / [hapheja kkārī, Mohāmmada Ābula Hosāina].",
Sāhitya ebaṃ sāhitya / Sunīla Gaṅgopādhyāẏa.,
Sāmarikatantra banāma gaṇatantra / Śekha Hāsinā.,
"Sāhityālocanā o śailībijñāna / Āśisakumāra De ; paricāẏikā, Pabitra Sarakāra.",
Sāmāẏikapatra o samājagaṭhana : Bāṅalādeśera paristhiti / Isarāila Khāna.,
Sāmpradāẏikatā o Jāmāta / Māhamudura Rahamāna Mānnā.,
Sāhityera lokāẏata pāṭha / Sudhīra Cakrabartī = Sahityer lokayata path / by Sudhir Chaka.,
Sārasa dvīpera rājabāṛi / Nimāī Dāsa.,
Sātapurusha ḍaṭ kaṃ / Sādhana Caṭṭopādhyāẏa.,
Sātaṭi rahasya upanyāsa / Anīśa Deba = Saatti rahasya upanayas / by Anish Deb.,
Sāta śreshṭha samrāṭa / Asīmānanda Mahārāja = Sat srestha samrat / Ashimananda Maharaj.,
Sātai Mārcera bikela / Selinā Hosena = Saat-e Marcher bikel / by Selina Hossain.,
Sāṛe sarbanāśe pā / Śaubhika Gupta = Sare sarbonashe pa / by Shouvik Gupta.,
"Somena Canda-racanābalī : eka khaṇḍe samagra racanā / sampādanā, Biśvajit̲ Ghosha.",
Serā 50ṭi galpa / Nalinī Berā = Sera panchasti galpa : a collection of Bengali short stories / by Nalini Bera.,
Serā tinaṭi upanyāsa / Bibhūtibhūshaṇa Bandyopādhyāẏa.,
Serā daśa galpa / Hāsāna Ājijula Haka = Sera dash golpa / Hasan Azizul Huq.,
Serā daśa galpa / Saokata Ālī = Sera dash golpa / by Shawkat Ali.,
Serā daśa galpa / Nāsarīna Jāhāna = Sera dash golpa / by Nasreen Jahan.,
Serā daśa galpa / Rābeẏā Khātuna = Sera dash golpa / by Rabeya Khatun.,
Serā daśa galpa / Saiẏada Śāmasula Haka = Sera dash golpa / by Syed Shamsul Haq.,
Sohrāba o Rustama : Aitihāsika Nātaka / [lekhaka] E. Eica. Ema. Phajalula Haka O Saiẏada Ājujura Rahamāna.,
Sacitra Haridāsīra guptakathā / Pañcānana Rāẏacaudhurī.,
Samrāṭa o sundarī / Śaṃkara [i.e. Ma. Śa. Mukhārjī].,
"Samsareka Mandiramni Oyanna / Paraga Richila, Juyela Bina Jahira.",
"Saṃskṛta sāhityera rūparekhā. : History of Sanskrit literature including those of Pali, Prakrit & Apavramsa / [Lekhaka] Bimānacandra Bhaṭṭācārya.",
"Saṃkalita Samara Sena / sampādanā, Sabyasācī Deba, Someśa Caṭṭopādhyāẏa.",
Saṃgrāma o saṃhati / [saṅkalaka] Munīra Caudhurī.,
Rhythm of reality = bāstabera chanda / recent works by Ganesh Haloi.,
Bihārīlāla Cakrabartīra Sāradāmaṅgala. : Śrībimalakumāra Mukhopādhyāẏa kartṛka sampādita.,
Uttarabaṅgera purātattva saṃgraha / Akshaẏakumāra Maitreẏa ; Ānandagopala Ghosha o Malaẏaśaṅkara Bhaṭṭācārya kartr̥ka sampādita.,
"Bikshubdha yubasamāja, Asama / Kanakasena Ḍekā.",
Bikshubdha sātai Juna : 6 daphā haratāla / [Lekhaka] Mustāphā Sāraoẏāra.,
"Saṅgīta, pūrba-paścima / Sādhana Dāśagupta.",
Sarala yoga-sādhana : shaṭcakrera raṅina citra samanvita / Pūrṇānanda Brahmacārī praṇīta.,
Sarbatyāgī deśa-karmī : Śrīnikuñja Bihārī Gosvāmī o Śrīsuhāsinī Dāsa / Kr̥shṇakumāra Pālacaudhurī.,
Saptagrāma sabhyatāra itihāsa / Praśānta Ghosha.,
Sarama Ālira bhubana / Sohārāba Hosena.,
Rijiya Rahamanera kathasahitya : bishaya o silparupa / Da. Iyachamina Sulatana.,
"Saga of creativity = Sr̥janera udyāna : works by designers of BTV : 23 June-3 July 2013, Bengal Gallery of fine arts / Mustafa Monwar [and 33 others].",
"Bidyāsāgara smāraka-grantha / sampādaka Ajahārauddīna Khān, Ut̲pala Caṭṭopādhyāẏa ; [sampādana-parshat̲, Animeshakānti Pāla and others].",
Bijñānācārya Satyendranātha Basu / [Lekhaka] Rabīna Bandyopādhyāẏa.,
Santali self-taught : Bengali medium / compiled by S. Hembram ; revised by Mandal Kumar Soren.,
Saṅgītapratibhāẏa Svāmī Bibekānanda / Svāmī Prajñānānanda.,
Sapārshada Śrīgaurāṅgalīlā rahasya / Śyāmāpada Biśvāsa karttr̥ka saṅkalita ; Kiśorīdāsa Bābājī karttr̥ka sampādita.,
"1971, bhaẏābaha abhijñatā / sampādanā, Raśīda Hāẏadāra.",
1971 Jhināidahera raṇāṅgana / Sumana Sikadāra sampādita.,
15ṭi prāptabaẏaska galpa / Sāẏantanī Pūtatuṇḍa = 15ti praptabayaska galpo / by Sayantani Putatunda.,
Prinsipāla Ibarāhīma Khām̐ / Ājijura Rahamāna [and others].,
Prīti nina sakale / Sirājura Rahamāna.,
Āmarā bhāsāne yācchi = We're going to the immersion / Phaṇibhūshaṇa Ācārya ; transcreated by P. Lal & Shyamasree Devi.,
Āmādera mukti-saṃgrāma / [lekhaka] Mohāmmada Oẏāliullāh.,
"Ākādemi bānāna abhidhāna / saṃkalaka, Pabitra Sarakāra, Amitābha Mukhopādhyāẏa, Praśāntakumāra Dāśagupta.",
Āmādera kālera kathā / [Lekhaka] Saiẏada Mūrtājā Ālī.,
Pikiṃ theke balachi / [lekhaka] Beduina.,
Pikāsora nīla jāmā / Sajala Bandyopādhyāẏa.,
Ākāśera nīce mānusha / Śrīpārābata.,
Āloẏa bhubana bharā : Ṭhākura Sītārāmadāsa Oṅkāranāthadebera jībanī / Sītārāma Bandyopādhyāẏa.,
